Disease,Drug,Symptoms,Review,Sentiment,Rating,UsefulCount
acne,Accutane,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I took this medicine 10 years ago, it was wonderful and cleared my skin. It looked healthy, glowing and my large pores shrunk, my life returned to normal and I felt fantastic.  This drug changed my life and the effects have lasted years but I am back on it.  My skin started becoming very oily again and my deep nodular acne started to return.  My hospital has placed me back on this medicine and I&#039;ve been taking it for two weeks. Already I am seeing a difference, the grease has gone but I have very dry lips and skin.  It is wonderful though, I don&#039;t need to wash my hair every day like I was doing.""",Positive,10,12
acne,Junel Fe 1 / 20,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I&#039;ve only been on Junel for a week and a half so I&#039;m hoping that this will calm down after I&#039;ve been on it for a little while but it&#039;s given me so much acne! I&#039;ve always had pretty clear skin and now my face and upper back are literally covered in deep acne and bumps. Also I&#039;ve noticed that my hair gets greasy faster, too. I just feel so oily and disgusting all the time. I&#039;m trying to stick it out but this is absolutely horrible and I definitely cannot put up with these side effects if they persist. Wouldn&#039;t recommend.""",Positive,2,4
acne,Sulfamethoxazole / trimethoprim,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I am 52 with hormonal acne. My cysts were terrible. Did a number on my confidence. I have been on Bactrim for over a year for the cysts and finally something is working. I tried every other medicine with no results. Not sure how long I can be on this but I never want to stop. Afraid if I stop, the cysts will return.""",Negative,10,54
acne,Claravis,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have had acne all of my life. I am 30 years old and have tried EVERYTHING. I started 40mg twice daily three weeks ago and the results are amazing. My face it almost totally clear now. I am truly amazed. Excellent product.""",Positive,10,35
acne,Minocycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Workedad wonders!""",Neutral,10,0
acne,Drospirenone / ethinyl estradiol,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have never written one of these before, but my results have been amazing so I had to share! I was on Yaz for about 9 years to treat my acne, but it never, in 9 years cleared my skin! I struggled with cystic acne mainly on my chin and forehead and literally always had a pimple on my face. After starting Loryna, my skin began to clear up! Now I&#039;m about to start my third pack and my skin is completely clear! I literally get like one pimple right before my period but its gone before my period is even over. I have no side effects. This has seriously changed my life and it&#039;s so worth a try!""",Positive,10,2
acne,Accutane,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I had moderate to severe acne which affected my self esteem immensely.  I would not leave my room without makeup caked on and even then I felt terrible about myself.  I tried absolutely everything before accutane.  Literally everything.  This medication changed my life.  I am acne free, and its been 2 years since I ended my course of accutane.  The only side effect that has stayed with me even after 2 years is my piercings and other thing take 10 times longer to heal, some piercings haven&#039;t healed at all in fact.  But apart from that, it is the best choice I have ever made. This medication is a miracle, seriously, its worth the shot.  It cleared up my acne to the point where I now have perfect skin.  This changed my life.""",Positive,10,29
acne,Benzoyl peroxide / clindamycin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Its a great cream but, every morning I have to peel my skin?...my acne was fine with in an month.""",Positive,9,0
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have mild redness and swelling of pimples and scarring due to stress that I just could not clear up with over the counter products. I decided to go to a dermatologist and they prescribed me Epiduo (cream) and Minocycline (a pill) to help with the inflammation. I do have sensitive skin and each day I use it, it does burn when I put it on and leaves my face red and very dry! But.....I already see an improvement in my skin! They did say to use Epiduo gel every OTHER day if the redness and dryness continues. I am also using CeraVe lotion afterwards to moisturize (their recommendation) and it does not leave an oily residue like others I have tried and it truly is a great light weight lotion! I have faith in this acne product! Keep using it! :)""",Positive,8,11
acne,Epiduo,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""IT works! Gave it a 9/10 because while it gets rid of most acne, you can find a small pimple or two every once in a while. Most of the people complaining that it doesn&#039;t work have only been taking the product for a month or less, and for it to really work you need to give 3 months. It gives an initial &#039;acne-fighting&#039; power, then I broke out again, and then by the 3 month mark my face was perfect. Great medicine, highly recommended.""",Positive,9,30
acne,Bactrim,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have horrible hormonal acne and Bactrim has been the only systemic drug that has helped. Problem is I took it for years, randomly when needed.  After years of usage, oddly I became allergic to it.  I broke out in large red spots that were extremely sensitive.  It&#039;s a serious allergy. I have permanent dark bruises all over my body and it has been years since I&#039;ve used it.  If you haven&#039;t tried Bactrim.  Try it. It will work for you.""",Negative,10,26
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I used it morning and night for about 3 days and you can already tell a difference and my acne is clearing up. Unfortunately my skin is peeling, which forced me to get a moisturizer. Anyway it works for me.""",Negative,9,16
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I can&#039;t say enough about this product. I suffer from acne cysts that show up every few months. Using epiduo as a spot treatment has been a miracle.  I used to have to seek out a cortisone injection or wait out the long process of allowing the cyst to heal while looking absolutely terrible.  Now with the epiduo the cyst seems to form a head and heal within days of first arriving.  I&#039;d recommend this to anyone who has had the misfortune of dealing with these terrible deep acne cysts""",Negative,9,17
acne,Drospirenone / ethinyl estradiol,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I&#039;m on the 2nd week of my 2nd pack and so far I see little to no change in my acne, it&#039;s made me get minor menstrual cramps at times not even close to my period, but lightened up my period alot! I have some pretty intense mood swings, and a bit of nausea, probably going to switch since this isn&#039;t helping me and making me grumpy and depressed 24/7""",Positive,5,6
acne,Doryx,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I am a teen who suffered from borderline mild-severe acne. My dermatologist prescribed Epiduo. Nothing over the 6 weeks. She then put me on Doryx with it. I fell in love with my skin after about a week. It dried up current problem spots and never got a breakout. However, do NOT take in calcium while on this. The medicine will bind to the calcium and will not take effect. Whenever I eat a good amount of cheese, milk, or dairy, I break out. You should experiment with your diet if this medicine does not work for you.""",Positive,8,15
acne,Minocycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have been dealing with acne for a little over a year now. When I was 19 I randomly started to break out worse than I ever had my whole life. I think it was a combination of changing hormones and stress that caused it. Bottom line: I was desperate to return to the normal complexion I had growing up. I tried many different ways of treating it, but when I went on minocycline my face cleared up within 3 days. Yes, it had gotten slightly better with the birth control, so I don&#039;t know how well this will treat severe acne, but it definitely treated my close-to-severe acne. Your acne might need to be treated on the inside as well as the outside.""",Positive,9,7
acne,Isotretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""When I was a teenager I suffered from terrible acne and scars.  I was put on Accutane and while I was quite moody, it was totally worth it because when I was done my skin was flawless.  I was never happier.  My skin stayed this way for years until my doctor informed me that the hormone changes during pregnancy were probably the cause for my acne resurfacing.  My birth control was helping. It wasn&#039;t until I got a blood clot in my chest and was told I could never take birth control again that it got worse.  I never realized how much the birth control was helping.  My skin got so bad I never wanted to leave the house.  I am going back on Accutane in a few days and praying I get the same results I did 15 years ago.""",Negative,10,4
acne,Epiduo,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""So I was prescribed this medication a while ago, but I basically gave up every time things got painful. That for me, was about 5th day in. I&#039;d been told to persevere and that the pain and dryness would stop after the first 2 weeks. But I decided to only use it when I had breakouts. However, this medication brings out the acne before clearing it, so of course your acne is going to get worse before it gets better. 

HOWEVER, I now use it everyday. I have very sensitive skin so I can&#039;t use a lot of moisturisers because they burn. But I&#039;m using some Garnier moisturiser and an oil based one from lush whenever my skin feels a little dry, and I have not had a painful night since. And no extreme dryness or flaking either. Brilliant!""",Negative,9,3
acne,Isotretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have been struggling with mild to severe acne since middle school. at the end of my senior year I started an accutane plan, 40mg for 6 months.

The beginning symptoms were exactly what I expected. Worsening of acne initially, then extreme dryness, and finally RESULT! My acne was vanishing I couldn&#039;t believe it! I was so excited and had the most confidence in forever.

That all came crashing down when the love of my life and girlfriend of 5 months tried to have sex on our 5 month , which was also valentine&#039;s day. Here we are, both virgins, about make love and I CANNOT GET AN ERECTION. I&#039;ve looked into it a bit and know that the first time can be difficult for a lot of guys. But it just didn&#039;t feel right, so I&#039;m posting a warning.""",Positive,1,10
acne,Doxycycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I&#039;m a 19 year old female and my skin was perfect until I turned about 17. Then it still wasn&#039;t too bad, a couple of pimples every now and then. It started to get worse over the last couple of months, mild acne, so I was prescribed doxycycline 50mg once daily. I have been on it for three weeks now and my skin is worse than it has ever been. My face is covered in huge red sore bumps and I have scarring everywhere. I wake up with at least three new pimples a day. I am about to give up on this stuff because it has made my skin 10 times worse than it ever was. I have heard it gets worse before it gets better but I&#039;ve read it usually only takes 2-3 weeks to see improvement but it doesn&#039;t look like it will be getting better anytime soon.""",Positive,2,11
acne,Cephalexin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""After taking doxycycline for a while, my body became resistant to it, so my dermatologist switched me to Keflex for acne. I think I had at least five bowel movements the first day. Eventually, my digestive system became somewhat regular, but then I started getting headaches on a regular basis. It cleared up my acne somewhat, but it was definitely not worth all the side effects. """,Positive,2,27
acne,Adapalene,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""My face was actually looking pretty good for a while. I wanted to totally clear my face so I got on proactiv MD with adapalene gel 1%. So far it has only made my face break out more. I&rsquo;ve been using it for about 3 weeks now. What should I do?""",Positive,4,2
acne,Yaz,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I went on yaz about 2 to 3 years ago to cure acne and very heavy periods. It worked brilliantly for both but it has caused extreme weight gain for me. I gained 10kg (around 20lbs) in the first few months and now I am considered overweight on the BMI for the first time in my life. I have tried everything from gym to cutting out carbs and can&#039;t lose any weight. I put this down to being a Estrogen Dominant pill. I just had my period and do not plan to go back on it.""",Positive,10,6
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I LOVE Epiduo! I clears my skin up and makes my skin so beautiful. I&#039;m in love with my face and I&#039;m not self conscious anymore! I have a few small zits occasionally but they aren&#039;t noticeable to anyone but myself. So in love with Epiduo.""",Positive,10,29
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I started using Epiduo and it was working perfectly. Then one day around my eyebrows started to hurt then the next day the skin was peeling. It wasn&#039;t sunburn for sure because there was no sunshine for days. I put the lotion on it and it stung. Three days later my skin is still peeling, it hurts when I touch it, and my acne is back.""",Negative,3,30
acne,Ethinyl estradiol / norgestimate,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Please please read !!!! When I was younger my skin was good I would get a pimple here and there as a common teen, but later I broke out not bad don&#039;t get me wrong but I broke out on my cheeks,  a lot on my forehead. I would have tiny skin coloured bumps , they would go and come back here and there , so my cheeks I usually have got like at least 6 zits on them , my skin is soft but I have red spots all over my checks.  Anyway so let&#039;s get into tri sprintec I had gone to my  Dermatologist and he prescribed me some ointment and some sensitive skin facial cleanser and now I had been prescribed tri sprintec and let me tell you worst experience  EVER!!  I only last 2 days !!! Headaches and vomiting  ! Lost 12 p""",Negative,1,0
acne,Doxycycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Unfortunately. This Medication really took a turn for the worse on my acne. I was on it for only 7 weeks but I couldn&#039;t handle getting nauseous and bad acne anymore. It made my skin more red and I was taking it with Acanya the topical cream. My skin just wasn&#039;t accepting the antibiotic which was sad because it had such great reviews. If you are taking it, take it with food. I missed one meal and needed to take it and I was sick for hours and ever since every time I took it, I would get even more nauseous. You win some, you lose some.""",Negative,1,20
acne,Tretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I&#039;ve been using Tretinoin (0.05 %) for one year now to treat acne on my back, which I had not been able to get rid of with any other topical cream for the past seven years. At first, the Tretinoin cream dried out my skin to the point where it was peeling. I gently exfoliated every morning and used an oil-free moisturizing gel, which helped quite a bit. Then, my acne got worse for a month. However, since I do not feel comfortable using oral medication, I stuck with it and after 6 months my acne was 80% better! There are certain times of the month when some acne does come back, but in general this medication has drastically improved the appearance of my skin. I continue to use it every evening because otherwise the acne seems to return.""",Positive,8,23
acne,Benzoyl peroxide / clindamycin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Love this and its only been three days. I have had acne since I was 16 and just put up with it after trying Proactiv, Chinese medicine, every brand of stuff from supermarket and chemist (well almost) the Dianne contraceptive combination pill, changing diet, washing face compulsively and also washing face less often! Nothing seemed to work! After having my son 3 months ago and frustrated with my acne I decided to ask the doctor! I got a sample tube of this miracle cream and noticed a huge improvement on first application, after half a day my acne was less raised and my older spots were healed with just a little bit of redness! Into my third day and I&#039;m so impressed, gained a bit of confidence back and feeling good about myself!""",Positive,9,14
acne,Benzoyl peroxide / clindamycin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Annoyed when they first gave me this but appears to be working well. Runs out fast though and dries out the skin a lot.""",Positive,8,9
acne,Epiduo,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Amazing! Had bad spots for years finally went to the docs and got this. Within a week most of my spots have gone and my skin looks the best it has in years! Recommend this to everyone!""",Positive,10,34
acne,Clindamycin / tretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have used Epiduo in the past. Veltin appears to help many people and be a great product, it doesn&#039;t help me too much! It causes my skin to be irritated, and I automatically started peeling like CRAZY after one dosage. Everyone is different, but if Veltin isn&#039;t working for you, try Epiduo!""",Positive,5,6
acne,Isotretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I didn&#039;t like my lips looking like sandpaper for 5 months of my life, but otherwise it worked.""",Positive,8,17
acne,Accutane,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I&#039;ve been on Accutane for almost 4 months now. My skin is getting better everyday and I&#039;m really happy with the physical results. However, Accutane began to give me depression during the first week and it has stuck with me since. Although the side effect has not gotten worse (and won&#039;t, I&#039;ve asked my dermatologist). It&#039;s definitely not good and I&#039;ve read that it won&#039;t go away until a few months after I have finished my course. NOTE: I had already suffered depression before beginning the course &amp; it is hereditary in my family.""",Negative,6,26
acne,Minocycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""My face has the acne. Dr gave me monicyline 100 mg. Use 2 times every 12 hours. After the 1st pill. I feel a lightly dizzy. I think it is ok. And i took the second pill after 12 hours, it made me more dizzy. And vomit too. I feel like flu. I cant walk around due to dizzy. Very terrible. I cant ues this medicine anymore.""",Negative,1,3
acne,Benzoyl peroxide / clindamycin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I&#039;ve been using this for about 3 years now. This is probably the first product I&#039;ve ever used that resulted in clearer skin, both on my face and my body. I went from having at least 5-7 big red pimples at all times, often more when I was on my period, to having clear skin with maybe a few small blemishes most of the time. It took a few months before I noticed it was actually working. Everything was great until 2 months ago, I now have acne just as bad, if not worse, than ever before (face and back). I still use Benzaclin but it&#039;s had absolutely no effect, which is extremely disappointing. Back to square one I guess.""",Negative,6,6
acne,Ziana,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""HERE WE GO... New product. I search all product before taking them, I read all reviews and make my choice to try the product.. I will try this, but I will follow through and tell you my experience! Here is some info about me. I am 26 years old (female) Hormonal imbalance (cyst) and bumpy cheeks. I get under the skin cyst that pop up once a month, sometimes two to three at a time. If I mash them, nothing really comes out, but it leaves holes in my face.. the bumps on my cheeks are around my ears and were I would apply blush. I changed out my brushes btw. Anyways other them that I have moderate skin, no severe acne. I am fair skinned. and I&#039;m combination skin type. I go from oily by the end of the day with flakes under my makeup (lol)""",Positive,5,3
acne,Doxycycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I was suffering from major cystic acne on my cheeks, forehead and chin. Everyone started commenting on the horrible situation of my face :( I started feeling frustrated. I used to feel ashamed going outside. Then my doctor prescribed me doxycycline tablet (1/day), clyndamine gel. It took one month to start showing its effects. And believe me ..my skin started becoming real clear. Right now my chin and forehead are completely clear and cheeks are having light acne marks which are fading day by day .Now the people who used to comment on my acnes they are admiring my clear face :) :)""",Negative,8,20
acne,Clindamycin / tretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I originally has mild pustular acne. I used Veltin for 5 weeks before giving up.  My face became red, weeping, stinging, and covered in cystic acne while using it.   I used it once a night as prescribed and would use Cetaphil lotion on my face morning and night to try to hydrate my skin. It got to the point where I did not want to go to work because of comments. Just putting water on my face made me cry.  Within 2 weeks of stopping my acne is back to mild and my face is healing with 2 scars from where it was peeling and weeping.""",Negative,1,1
acne,TriNessa,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I am about to start my 4th month of TriNessa and to be honest my skin is nowhere near what I thought it would be. I can definitely say my skin has gotten a lot better. I suffered from very bad consistent cystic acne on my cheeks. Since taking this, it has subsided. However, I don&#039;t feel like I necessarily have less acne. I still get a couple cystic pimples and break out pretty badly the week before my period and during. I also have bad scars which I have been treating with peels. Although I have seen a huge improvement in my skin, I still do not feel comfortable without makeup. I was hoping by the end of 3 months I would have almost completely clear skin. I have had acne since about 12/13 and I am now 22. Any suggestions? Help please!!!""",Positive,6,2
acne,Dapsone,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""My doctor prescribed spironolactone 50mg with aczone and I am so happy! Its been almost a month and my skin is so smooth! I had cystic acne around my cheeks, jaw line and chin area. My skin is very very oily with big pores but now its all cleared up, my pores are extremely smaller and less oil...I&#039;m a happy camper.""",Positive,9,68
acne,Benzoyl peroxide / clindamycin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""It made my white zits disappear. 
Made my skin smooth
So yeah this works for gross zits that you can pop &amp; the tender red bumps.""",Negative,10,2
acne,Minocycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I&#039;m 14 years old and I have pretty bad acne which started about a year and a half ago. A year ago, my mom took me to the dermatologist to see what they could do. They prescribed me to monocyline (100mg) once a day. I cleared up in about two weeks and my skin was flawless. After about two months, my acne stared to come back. I got off the pill for about a month and resumed it only to find out it wouldn&#039;t clear up my acne anymore. I stopped using it over the summer and started again once school started but twice a day this time. It stopped breakouts from becoming as bad as they could&#039;ve been but didn&#039;t give me the same result as a year ago. My acne was still bad. All I am trying to put out there is stops working after a while. Good luck.""",Negative,6,11
acne,TriNessa,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I started TriNessa Lo almost 2 months ago because I want to clear my acne. During the first month I didn&#039;t see any improvement. In fact I think that it even got worse. During the second month my face started clearing up. I am experiencing some side effects but I plan to continue to stay on the pill, hoping that my body will get used to it, and the side effects will fade away. 
My period was very light, and I experienced less cramping than before taking the pill.
Some side effects: I feel depressed during the first week (while I&#039;m on the white pills), and then this goes away, then my breasts get HUGE and hurt a lot. I can not stand moving without wearing bras. The tenderness and pain are awful.""",Negative,7,1
acne,Benzoyl peroxide / clindamycin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Taro-Clindamycin/Benzoyl Peroxide Gel has changed my skin! I never really struggled that bad with acne, I started getting some pimples in grade 6 and I am now 18 and before I started using this I would have a few cystic pimples on my chin, I hated the feeling of them and I hated how they were so noticeable on my face, they really made me feel insecure. So one day my friend told me about this product and I started using it on Halloween day, it&#039;s now January 3 and I have not one pimple on my face and I haven&#039;t had one since I started using it! I had to ask my doctor for it and I&#039;m so happy my friend recommended it to me. It does dry out your skin a little bit but you adjust to the cream and it&#039;s so worth it!! I totally recommend this""",Positive,9,3
acne,Isotretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I ran out of room with writing my other review but I use cetephil daily face cleanser and daily advance lotion. I use aquaphor for my lips. I keep it at all times. With my side effects I also have severe muscle aches!!!!! I hope this helps anyone who is considering to use accutane. I recommend it but keep a close eye on your Side effects. I&#039;m happy with how it&#039;s working as of now just my complexion isn&#039;t good. I also HIGHLY recommend to not pull off dry skin! As it will lead to a red mark and become dryer and will become a scar. And do not pick at any zits. I&#039;m a big picker, I&#039;m constantly feeling on my face and pick if I feel anything. It leads to scarring. Be patient with it. You&#039;ll look great afterwards.""",Positive,10,7
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have been doing hours and hours of research on finding a product or solution to my cystic acne. watched everyone stories on youtube. I have tried everything like most of you, spent """,Positive,8,0
acne,Duac,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have been using this cream for over a year now and my spots have cleared, do still get the occasional one now and then but that&#039;s normal. Duac cream has reduced the darkness of my blackhead as well. I have also been noticing my skin has been quite red, so I&#039;ve laid of the cream for a while and just been using a scrub before bed to see. Overall I would recommend this to anyone, but there are side effects if you are allergic to some of the products in it. Ask your doctor for more information. Hope this helped.""",Positive,7,9
acne,Doxycycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have had acne since puberty; I&#039;m 26. The first time I was ever happy about wrecking a motorcycle. I had to take Doxycycline Hyclate to clear up the infection on my knee due to the motorcycle wreck. I didn&#039;t even realize it but after 7 days my acne on my back was gone. I woke up in complete disbelief. I never really looked in a mirror because of my acne and now I look in the mirror every day. No acne. I cannot believe it. Going to a dermatologist in the next few days to receive an actual note to take more of it. """,Negative,10,22
acne,Adapalene,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""My acne was moderate, I went to the doctor and tried birth control to help &amp; the first 3 months on birth control made it 100 times worse, I stuck with it though &amp; then got on a prescription topical which I had an allergic reaction to. I tried so many different face washes, then finally a family friend recommended differin. I found it  for $20-25 I think? My skin cleared up in a week. I still have some small under the skin spots around my chin / mouth but easily covered up by make up. No more cystic acne! I recommend everyone to try this. I have before and after pictures that I wish I could attached because the difference is insane.""",Positive,10,0
acne,Finacea,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""27 yr old male and never had acne until a yr ago. Initially, I thought it was stress or something short term that would go away. It never went away and the last yr I tried everything Imaginable: OTC acne meds, changed my diet numerous times; cut out all sugar, ate only organic food. Quit exercising to see if sweat was causing it. I did everything possible.I never had acne and could not figure out why at 26/27 it started. I finally went to the dermatologist and was put on Retin A, this made my acne 20x worse. Gave me cystic acne everywhere. I used it for over a month but could not take it anymore. Luckily my mom had Finacea. Within a day I saw results and within a week it was all gone. My face is perfect. I wish I had more room to say how great it is.""",Positive,10,63
acne,Dapsone,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I&#039;m 40 years old and have battled with acne on and off since I was a teenager. Have tried everything from natural remedies to Proactive, benzoyl peroxide etc. and they seemed to work for a short time. For the last year I started having cystic acne on my jawline that seemed to be getting worse and after going to a new dermatologist she prescribed Aczone. After 3 wks and almost giving up I can finally say that I have not had one pimple. I would have one almost everyone other day! You do have to be patient as the current pimples I had seemed to take forever to heal and fade, I can say that this is working for me now. I have some scarring  to deal with but my face will now have a chance to start healing without any new breakouts. Give it a try!""",Positive,10,19
acne,Minocycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Prescribed for acne, 50mg capsule once daily. Had a few blemishes I couldn&#039;t get rid of and it helped clear up a few. Experienced  dizziness when first taking it then a couple days later developed small, red bumps on shoulders, it stayed that way and I really didn&#039;t see anything to worry about until the 6th day when I had a terrible swarm of symptoms occur that indicated a strong allergic reaction. I really didn&#039;t feel right when I first started taking it but no major symptoms to worry about, little did I know my body was having an allergic reaction for 6 days straight and then it became severe. I called my doctors office to let them know about the rash and they didn&#039;t contact me back in time to inform me that it was the start of an allergy""",Negative,1,2
acne,Tretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I started using Tretinoin cream in August 2016 and I would like to say that it really saved my skin. I never really used to get acne but in March 2016 my skin took a turn for the worse. I started to develop acne on my chin and it moved to my cheeks. I had red bumps under the skin that would never come to a head. My dermatologist prescribed tretinoin 0.25% and my skin started to clear up within 2 months of using it. I will say that it does take time but it does get better. I still use it every night before bed. I&#039;m working on clearing up some darker spots on my skin but overall skin is so much better.""",Positive,9,14
acne,Ethinyl estradiol / norgestimate,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""HORRIBLE!! I swear this ruined my relationship because it made me so crazy. The depression I experienced on this pill was unreal. I normally break out a little bit here and there on my cheeks and this pill made my skin absolutely AWFUL! my once totally clear and smooth forehead was covered in blackheads and cystic pimples. It also gave me cystic acne around my mouth and chin and some big red pustules on my cheeks. This pill literally ruined my life.""",Negative,1,6
acne,Claravis,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Not even finished with my first set of doses(probably around 80% of the way there), I started seeing major results. My skin is smoother and less breakouts even after eating fried chicken. Only side effects were trouble sleeping and breathing. I also had chapped lips. Not really much pyschological effects like depression or loss of interest.""",Negative,10,10
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Epiduo makes my skin more oily then it actually is, I&#039;m not getting dry flakey skin just terrible oily skin.Im still using it every night for the last 6 months but I do still get normal acne, so not much has changed.""",Negative,6,2
acne,Duac,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""At 35 years old I thought i was over &#039;teenage acne&#039; and my recent issues were hormonal. Over the past few of years I&#039;ve used every face wash possible!
I go on holiday in 2 weeks and had the worst break out ever! I didn&#039;t want to go on holiday looking like a child&#039;s dot to dot book, so I visited my doctor who gave me this gel.
I&#039;ve used it for only 3 nights and the spots are already 5 times better than they were! The red blotches from previous spots are also pretty much vanished.
Yes its left my face dry and a bit tight, so make sure you use a good quality moisturiser once you&#039;ve washed the gel off your face in the morning. I&#039;d recommend reapplying moisturisturiser a couple of times through the day. Looking forward to seeing the full results!""",Positive,8,12
acne,Aczone,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I am 27, have had acne starting in the 6th grade. Some products in the past have helped but Aczone has cleared me right up! This product has given me self esteem that I never remember having in my life.""",Positive,10,52
